cpv_code,table_class,position,index_type,classification,ateco_code,index_description
42900000-5,D2,6,PPI,ATECO,2815,"Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione, (esclusi quelli idraulici)"
42900000-5,D2,11,PPI,ATECO,282,Fabbricazione di altre macchine di impiego generale
42900000-5,D2,12,PPI,ATECO,2821,"Fabbricazione di forni, bruciatori e sistemi di riscaldamento"
42900000-5,D2,13,PPI,ATECO,2822,Fabbricazione di macchine e apparecchi di sollevamento e movimentazione
42900000-5,D2,14,PPI,ATECO,2823,Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche)
42900000-5,D2,21,PPI,ATECO,2824,Fabbricazione di utensili portatili a motore
42900000-5,D2,22,PPI,ATECO,2825,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
42900000-5,D2,23,PPI,ATECO,2829,Fabbricazione di altre macchine di impiego generale nca
42900000-5,D2,24,PPI,ATECO,263,Fabbricazione di apparecchiature per le telecomunicazioni
44111000-1,D2,1,PPI,ATECO,231,Fabbricazione di vetro e di prodotti in vetro
44111000-1,D2,2,PPI,ATECO,2311,Fabbricazione di vetro piano
44111000-1,D2,3,PPI,ATECO,2312,Lavorazione e trasformazione del vetro piano
44111000-1,D2,4,PPI,ATECO,2313,Fabbricazione di vetro cavo
44111000-1,D2,5,PPI,ATECO,2314,Fabbricazione di fibre di vetro
44111000-1,D2,6,PPI,ATECO,2319,"Fabbricazione e lavorazione di altro vetro, incluso vetro per usi tecnici, lavorazione di vetro cavo"
44111000-1,D2,7,PPI,ATECO,232,Fabbricazione di prodotti refrattari
44111000-1,D2,8,PPI,ATECO,233,Fabbricazione di materiali da costruzione in terracotta
44111000-1,D2,9,PPI,ATECO,2331,Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti
44111000-1,D2,10,PPI,ATECO,2332,"Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta"
44111000-1,D2,11,PPI,ATECO,234,Fabbricazione di altri prodotti in porcellana e in ceramica
44111000-1,D2,12,PPI,ATECO,2341,Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
44111000-1,D2,13,PPI,ATECO,2342,Fabbricazione di articoli sanitari in ceramica
44111000-1,D2,14,PPI,ATECO,2343,Fabbricazione di isolatori e di pezzi isolanti in ceramica
44111000-1,D2,15,PPI,ATECO,2344,Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
44111000-1,D2,16,PPI,ATECO,2349,Fabbricazione di altri prodotti in ceramica
44111000-1,D2,17,PPI,ATECO,235,"Produzione di cemento, calce e gesso"
44111000-1,D2,18,PPI,ATECO,2351,Produzione di cemento
44111000-1,D2,19,PPI,ATECO,2352,Produzione di calce e gesso
44111000-1,D2,21,PPI,ATECO,236,"Fabbricazione di prodotti in calcestruzzo, cemento e gesso"
44111000-1,D2,22,PPI,ATECO,2361,Fabbricazione di prodotti in calcestruzzo per l'edilizia
44111000-1,D2,23,PPI,ATECO,2362,Fabbricazione di prodotti in gesso per l'edilizia
44111000-1,D2,24,PPI,ATECO,2363,Produzione di calcestruzzo pronto per l'uso
44111000-1,D2,25,PPI,ATECO,2364,Produzione di malta
44111000-1,D2,26,PPI,ATECO,2365,Fabbricazione di prodotti in fibrocemento
44111000-1,D2,27,PPI,ATECO,2369,"Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento"
44111000-1,D2,28,PPI,ATECO,237,"Taglio, modellatura e finitura di pietre"
44111000-1,D2,29,PPI,ATECO,239,Fabbricazione di prodotti abrasivi e di prodotti in minerali non metalliferi nca
44111000-1,D2,30,PPI,ATECO,2391,Produzione di prodotti abrasivi
44111000-1,D2,31,PPI,ATECO,2399,Fabbricazione di altri prodotti in minerali non metalliferi nca
44112000-8,D2,1,PPI,ATECO,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature)
44112000-8,D2,11,PPI,ATECO,231,Fabbricazione di vetro e di prodotti in vetro
44112000-8,D2,21,PPI,ATECO,1623,Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia
44113000-5,D2,1,PPI,ATECO,192,Fabbricazione di prodotti derivanti dalla raffinazione del petrolio
44113000-5,D2,11,PPI,ATECO,081,"Estrazione di pietra, sabbia e argilla"
44114000-2,D2,1,PPI,ATECO,2363,Produzione di calcestruzzo pronto per l'uso
44114000-2,D2,11,PPI,ATECO,2369,"Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento"
44114000-2,D2,21,PPI,ATECO,1623,Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia
44115000-9,D2,1,PPI,ATECO,25,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature)
44115000-9,D2,11,PPI,ATECO,2223,Fabbricazione di articoli in plastica per l'edilizia
